insight_id,filter,filter_value,insight_key,feature,feature_display,metric,metric_display,direction,effect_size,effect_size_cohen_d,evidence_uplift_pp,evidence_n_has,evidence_n_abs,evidence_baseline_pp,evidence_sig,evidence_p_value,quality_flags,confidence,text
7ee1177a,Brand,Coca-Cola Zero / No Sugar,Feature,animals_and_pets_presence,Animals And Pets,Persuasion_T2B,Persuasion,positive,medium,0.399,6.65,17,390,47.32,ns,0.11155,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 6.7pp higher Persuasion in Brand = Coca-Cola Zero / No Sugar (n=17 with feature; ns). Small sample — treat as directional.
0cd4e67d,Brand,Coca-Cola Zero / No Sugar,Feature,animals_and_pets_presence,Animals And Pets,Likeability_Love_Like_T2B,Likeability,positive,large,0.52,9.01,17,390,49.72,ns,0.06306,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 9.0pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=17 with feature; ns). Small sample — treat as directional.
d89fa7cc,Brand,Coca-Cola Zero / No Sugar,Feature,animals_and_pets_presence,Animals And Pets,SCD_score,SCD Score,positive,small,0.132,2.85,17,368,35.85,ns,0.52087,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 2.9pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=17 with feature; ns). Small sample — treat as directional.
b45b3d9b,Brand,Coca-Cola Zero / No Sugar,Feature,indoors,Indoors,Attention_T2B,Attention,negative,small,-0.061,-0.91,140,267,55.08,ns,0.50672,multiple_testing_risk,low,Indoors is associated with 0.9pp lower Attention in Brand = Coca-Cola Zero / No Sugar (n=140 with feature; ns).
6a8d396a,Brand,Coca-Cola Zero / No Sugar,Feature,indoors,Indoors,Persuasion_T2B,Persuasion,negative,small,-0.097,-1.5,140,267,48.12,ns,0.33428,multiple_testing_risk,low,Indoors is associated with 1.5pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=140 with feature; ns).
9c17c964,Brand,Coca-Cola Zero / No Sugar,Feature,indoors,Indoors,Likeability_Love_Like_T2B,Likeability,negative,small,-0.03,-0.49,140,267,50.26,ns,0.62659,multiple_testing_risk,low,Indoors is associated with 0.5pp lower Likeability in Brand = Coca-Cola Zero / No Sugar (n=140 with feature; ns).
b72026c9,Brand,Coca-Cola Zero / No Sugar,Feature,indoors,Indoors,SCD_score,SCD Score,positive,small,0.141,3.21,133,252,34.87,ns,0.18303,multiple_testing_risk,low,Indoors is associated with 3.2pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=133 with feature; ns).
c20689d4,Brand,Coca-Cola Zero / No Sugar,Feature,outdoors,Outdoors,Attention_T2B,Attention,positive,medium,0.29,4.53,42,365,54.3,ns,0.08883,multiple_testing_risk,low,Outdoors is associated with 4.5pp higher Attention in Brand = Coca-Cola Zero / No Sugar (n=42 with feature; ns).
d7338790,Brand,Coca-Cola Zero / No Sugar,Feature,outdoors,Outdoors,Persuasion_T2B,Persuasion,positive,small,0.161,2.66,42,365,47.33,ns,0.35231,multiple_testing_risk,low,Outdoors is associated with 2.7pp higher Persuasion in Brand = Coca-Cola Zero / No Sugar (n=42 with feature; ns).
fd88430a,Brand,Coca-Cola Zero / No Sugar,Feature,outdoors,Outdoors,Likeability_Love_Like_T2B,Likeability,positive,medium,0.209,3.6,42,365,49.72,ns,0.16078,multiple_testing_risk,low,Outdoors is associated with 3.6pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=42 with feature; ns).
2e914fc4,Brand,Coca-Cola Zero / No Sugar,Feature,outdoors,Outdoors,SCD_score,SCD Score,positive,medium,0.327,7.78,41,344,35.15,ns,0.06316,multiple_testing_risk,low,Outdoors is associated with 7.8pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=41 with feature; ns).
84c2e9f0,Brand,Coca-Cola Zero / No Sugar,Feature,color_spectrum,Color Spectrum,Attention_T2B,Attention,negative,small,-0.067,-0.98,354,53,55.62,ns,0.42114,multiple_testing_risk,low,Color Spectrum is associated with 1.0pp lower Attention in Brand = Coca-Cola Zero / No Sugar (n=354 with feature; ns).
d920dc2b,Brand,Coca-Cola Zero / No Sugar,Feature,color_spectrum,Color Spectrum,Persuasion_T2B,Persuasion,positive,small,0.024,0.35,354,53,47.29,ns,0.9227,multiple_testing_risk,low,Color Spectrum is associated with 0.4pp higher Persuasion in Brand = Coca-Cola Zero / No Sugar (n=354 with feature; ns).
27725fc0,Brand,Coca-Cola Zero / No Sugar,Feature,color_spectrum,Color Spectrum,Likeability_Love_Like_T2B,Likeability,positive,small,0.083,1.38,354,53,48.9,ns,0.66441,multiple_testing_risk,low,Color Spectrum is associated with 1.4pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=354 with feature; ns).
8ac5bbfe,Brand,Coca-Cola Zero / No Sugar,Feature,color_spectrum,Color Spectrum,SCD_score,SCD Score,positive,small,0.084,1.88,337,48,34.33,ns,0.65983,multiple_testing_risk,low,Color Spectrum is associated with 1.9pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=337 with feature; ns).
2c5fcabe,Brand,Coca-Cola Zero / No Sugar,Feature,tone,Tone,Attention_T2B,Attention,positive,medium,0.381,5.56,128,279,53.02,***,0.00019,multiple_testing_risk,high,Tone is associated with 5.6pp higher Attention in Brand = Coca-Cola Zero / No Sugar (n=128 with feature; ***).
2b04623e,Brand,Coca-Cola Zero / No Sugar,Feature,tone,Tone,Persuasion_T2B,Persuasion,positive,medium,0.273,4.24,128,279,46.27,*,0.01148,multiple_testing_risk,medium,Tone is associated with 4.2pp higher Persuasion in Brand = Coca-Cola Zero / No Sugar (n=128 with feature; *).
b954bfec,Brand,Coca-Cola Zero / No Sugar,Feature,tone,Tone,Likeability_Love_Like_T2B,Likeability,positive,medium,0.411,6.66,128,279,48.0,***,0.00017,multiple_testing_risk,high,Tone is associated with 6.7pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=128 with feature; ***).
26c09331,Brand,Coca-Cola Zero / No Sugar,Feature,tone,Tone,SCD_score,SCD Score,positive,small,0.155,3.55,118,267,34.89,ns,0.18316,multiple_testing_risk,low,Tone is associated with 3.6pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=118 with feature; ns).
ed0ef554,Brand,Coca-Cola Zero / No Sugar,Feature,products,Products,Attention_T2B,Attention,negative,small,-0.186,-2.79,107,300,55.5,ns,0.12155,multiple_testing_risk,low,Products is associated with 2.8pp lower Attention in Brand = Coca-Cola Zero / No Sugar (n=107 with feature; ns).
2bed0370,Brand,Coca-Cola Zero / No Sugar,Feature,products,Products,Persuasion_T2B,Persuasion,negative,small,-0.083,-1.29,107,300,47.94,ns,0.47547,multiple_testing_risk,low,Products is associated with 1.3pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=107 with feature; ns).
7e9cc653,Brand,Coca-Cola Zero / No Sugar,Feature,products,Products,Likeability_Love_Like_T2B,Likeability,negative,small,-0.106,-1.73,107,300,50.55,ns,0.3046,multiple_testing_risk,low,Products is associated with 1.7pp lower Likeability in Brand = Coca-Cola Zero / No Sugar (n=107 with feature; ns).
b49f1a23,Brand,Coca-Cola Zero / No Sugar,Feature,products,Products,SCD_score,SCD Score,positive,medium,0.203,4.66,101,284,34.76,ns,0.08622,multiple_testing_risk,low,Products is associated with 4.7pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=101 with feature; ns).
a775b6bd,Brand,Coca-Cola Zero / No Sugar,Feature,occasions,Occasions,Attention_T2B,Attention,positive,medium,0.368,5.15,65,342,53.95,**,0.00845,multiple_testing_risk,high,Occasions is associated with 5.2pp higher Attention in Brand = Coca-Cola Zero / No Sugar (n=65 with feature; **).
274a5941,Brand,Coca-Cola Zero / No Sugar,Feature,occasions,Occasions,Persuasion_T2B,Persuasion,positive,small,0.121,1.79,65,342,47.31,ns,0.28969,multiple_testing_risk,low,Occasions is associated with 1.8pp higher Persuasion in Brand = Coca-Cola Zero / No Sugar (n=65 with feature; ns).
5584982b,Brand,Coca-Cola Zero / No Sugar,Feature,occasions,Occasions,Likeability_Love_Like_T2B,Likeability,positive,medium,0.306,4.9,65,342,49.31,*,0.03358,multiple_testing_risk,medium,Occasions is associated with 4.9pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=65 with feature; *).
0ed186d2,Brand,Coca-Cola Zero / No Sugar,Feature,occasions,Occasions,SCD_score,SCD Score,positive,medium,0.362,8.13,65,320,34.61,**,0.00566,multiple_testing_risk,high,Occasions is associated with 8.1pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=65 with feature; **).
9695af9b,Brand,Coca-Cola Zero / No Sugar,Feature,passion_point,Passion Point,Attention_T2B,Attention,negative,small,-0.082,-1.22,121,286,55.13,ns,0.51246,multiple_testing_risk,low,Passion Point is associated with 1.2pp lower Attention in Brand = Coca-Cola Zero / No Sugar (n=121 with feature; ns).
8c9afb47,Brand,Coca-Cola Zero / No Sugar,Feature,passion_point,Passion Point,Persuasion_T2B,Persuasion,negative,medium,-0.221,-3.36,121,286,48.6,ns,0.05701,multiple_testing_risk,low,Passion Point is associated with 3.4pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=121 with feature; ns).
a5fb241b,Brand,Coca-Cola Zero / No Sugar,Feature,passion_point,Passion Point,Likeability_Love_Like_T2B,Likeability,negative,small,-0.077,-1.26,121,286,50.47,ns,0.47181,multiple_testing_risk,low,Passion Point is associated with 1.3pp lower Likeability in Brand = Coca-Cola Zero / No Sugar (n=121 with feature; ns).
be61def5,Brand,Coca-Cola Zero / No Sugar,Feature,passion_point,Passion Point,SCD_score,SCD Score,positive,small,0.154,3.54,118,267,34.89,ns,0.20057,multiple_testing_risk,low,Passion Point is associated with 3.5pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=118 with feature; ns).
0b7324a8,Brand,Coca-Cola Zero / No Sugar,Feature,intrinsic_elements,Intrinsic Elements,Attention_T2B,Attention,positive,small,0.025,0.37,104,303,54.68,ns,0.82002,multiple_testing_risk,low,Intrinsic Elements is associated with 0.4pp higher Attention in Brand = Coca-Cola Zero / No Sugar (n=104 with feature; ns).
6783c0dc,Brand,Coca-Cola Zero / No Sugar,Feature,intrinsic_elements,Intrinsic Elements,Persuasion_T2B,Persuasion,positive,small,0.031,0.47,104,303,47.48,ns,0.68243,multiple_testing_risk,low,Intrinsic Elements is associated with 0.5pp higher Persuasion in Brand = Coca-Cola Zero / No Sugar (n=104 with feature; ns).
dd9a79d3,Brand,Coca-Cola Zero / No Sugar,Feature,intrinsic_elements,Intrinsic Elements,Likeability_Love_Like_T2B,Likeability,positive,small,0.066,1.05,104,303,49.83,ns,0.59417,multiple_testing_risk,low,Intrinsic Elements is associated with 1.0pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=104 with feature; ns).
77c43125,Brand,Coca-Cola Zero / No Sugar,Feature,intrinsic_elements,Intrinsic Elements,SCD_score,SCD Score,positive,medium,0.328,7.39,100,285,34.06,**,0.00394,multiple_testing_risk,high,Intrinsic Elements is associated with 7.4pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=100 with feature; **).
14799025,Brand,Coca-Cola Zero / No Sugar,Feature,food,Food,Attention_T2B,Attention,positive,small,0.054,0.82,85,322,54.6,ns,0.74049,multiple_testing_risk,low,Food is associated with 0.8pp higher Attention in Brand = Coca-Cola Zero / No Sugar (n=85 with feature; ns).
f769480d,Brand,Coca-Cola Zero / No Sugar,Feature,food,Food,Persuasion_T2B,Persuasion,negative,small,-0.016,-0.25,85,322,47.65,ns,0.67954,multiple_testing_risk,low,Food is associated with 0.2pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=85 with feature; ns).
6d38912c,Brand,Coca-Cola Zero / No Sugar,Feature,food,Food,Likeability_Love_Like_T2B,Likeability,positive,small,0.088,1.45,85,322,49.79,ns,0.76331,multiple_testing_risk,low,Food is associated with 1.5pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=85 with feature; ns).
3d3aa117,Brand,Coca-Cola Zero / No Sugar,Feature,food,Food,SCD_score,SCD Score,positive,medium,0.423,9.47,84,301,33.91,***,0.00052,multiple_testing_risk,high,Food is associated with 9.5pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=84 with feature; ***).
1070ec34,Brand,Coca-Cola Zero / No Sugar,Feature,seasonal,Seasonal,Attention_T2B,Attention,negative,large,-0.547,-7.21,17,390,55.07,*,0.03348,"small_sample, multiple_testing_risk",low,Seasonal is associated with 7.2pp lower Attention in Brand = Coca-Cola Zero / No Sugar (n=17 with feature; *). Small sample — treat as directional.
2485a8af,Brand,Coca-Cola Zero / No Sugar,Feature,seasonal,Seasonal,Persuasion_T2B,Persuasion,negative,large,-0.571,-7.68,17,390,47.92,*,0.04285,"small_sample, multiple_testing_risk",low,Seasonal is associated with 7.7pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=17 with feature; *). Small sample — treat as directional.
b3527c79,Brand,Coca-Cola Zero / No Sugar,Feature,seasonal,Seasonal,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.396,-5.87,17,390,50.34,ns,0.12034,"small_sample, multiple_testing_risk",low,Seasonal is associated with 5.9pp lower Likeability in Brand = Coca-Cola Zero / No Sugar (n=17 with feature; ns). Small sample — treat as directional.
d56a7eee,Brand,Coca-Cola Zero / No Sugar,Feature,seasonal,Seasonal,SCD_score,SCD Score,negative,small,-0.035,-0.85,14,371,36.01,ns,0.73289,"small_sample, multiple_testing_risk",low,Seasonal is associated with 0.8pp lower SCD Score in Brand = Coca-Cola Zero / No Sugar (n=14 with feature; ns). Small sample — treat as directional.
3d11ad9d,Brand,Coca-Cola Zero / No Sugar,Feature,additional_elements_and_product_placement,Additional Elements,Attention_T2B,Attention,negative,large,-0.737,-10.3,36,371,55.68,***,7e-05,multiple_testing_risk,medium,Additional Elements is associated with 10.3pp lower Attention in Brand = Coca-Cola Zero / No Sugar (n=36 with feature; ***).
7bb1deb3,Brand,Coca-Cola Zero / No Sugar,Feature,additional_elements_and_product_placement,Additional Elements,Persuasion_T2B,Persuasion,negative,large,-0.68,-10.11,36,371,48.5,***,0.00017,multiple_testing_risk,medium,Additional Elements is associated with 10.1pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=36 with feature; ***).
352fd9e0,Brand,Coca-Cola Zero / No Sugar,Feature,additional_elements_and_product_placement,Additional Elements,Likeability_Love_Like_T2B,Likeability,negative,large,-0.688,-10.88,36,371,51.06,***,0.00016,multiple_testing_risk,medium,Additional Elements is associated with 10.9pp lower Likeability in Brand = Coca-Cola Zero / No Sugar (n=36 with feature; ***).
236b3e18,Brand,Coca-Cola Zero / No Sugar,Feature,additional_elements_and_product_placement,Additional Elements,SCD_score,SCD Score,negative,large,-0.567,-11.56,32,353,36.94,**,0.00678,multiple_testing_risk,medium,Additional Elements is associated with 11.6pp lower SCD Score in Brand = Coca-Cola Zero / No Sugar (n=32 with feature; **).
7db34a99,Brand,Coca-Cola Zero / No Sugar,Feature,music_style,Music Style,Attention_T2B,Attention,positive,medium,0.462,6.17,19,388,54.48,*,0.04589,"small_sample, multiple_testing_risk",low,Music Style is associated with 6.2pp higher Attention in Brand = Coca-Cola Zero / No Sugar (n=19 with feature; *). Small sample — treat as directional.
baaafa1f,Brand,Coca-Cola Zero / No Sugar,Feature,music_style,Music Style,Persuasion_T2B,Persuasion,positive,small,0.04,0.58,19,388,47.57,ns,0.79127,"small_sample, multiple_testing_risk",low,Music Style is associated with 0.6pp higher Persuasion in Brand = Coca-Cola Zero / No Sugar (n=19 with feature; ns). Small sample — treat as directional.
66edf29e,Brand,Coca-Cola Zero / No Sugar,Feature,music_style,Music Style,Likeability_Love_Like_T2B,Likeability,positive,medium,0.337,4.88,19,388,49.87,ns,0.14235,"small_sample, multiple_testing_risk",low,Music Style is associated with 4.9pp higher Likeability in Brand = Coca-Cola Zero / No Sugar (n=19 with feature; ns). Small sample — treat as directional.
3d5047de,Brand,Coca-Cola Zero / No Sugar,Feature,music_style,Music Style,SCD_score,SCD Score,positive,medium,0.251,5.4,19,366,35.71,ns,0.29479,"small_sample, multiple_testing_risk",low,Music Style is associated with 5.4pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=19 with feature; ns). Small sample — treat as directional.
52a90eea,Brand,Coca-Cola Zero / No Sugar,Feature,moments,Moments,Attention_T2B,Attention,positive,small,0.167,2.54,12,395,54.69,ns,0.48628,"small_sample, multiple_testing_risk",low,Moments is associated with 2.5pp higher Attention in Brand = Coca-Cola Zero / No Sugar (n=12 with feature; ns). Small sample — treat as directional.
d4fa50bc,Brand,Coca-Cola Zero / No Sugar,Feature,moments,Moments,Persuasion_T2B,Persuasion,negative,small,-0.041,-0.63,12,395,47.62,ns,0.92162,"small_sample, multiple_testing_risk",low,Moments is associated with 0.6pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=12 with feature; ns). Small sample — treat as directional.
5e951887,Brand,Coca-Cola Zero / No Sugar,Feature,moments,Moments,Likeability_Love_Like_T2B,Likeability,negative,small,-0.05,-0.88,12,395,50.12,ns,0.82164,"small_sample, multiple_testing_risk",low,Moments is associated with 0.9pp lower Likeability in Brand = Coca-Cola Zero / No Sugar (n=12 with feature; ns). Small sample — treat as directional.
b22c907c,Brand,Coca-Cola Zero / No Sugar,Feature,moments,Moments,SCD_score,SCD Score,positive,large,0.511,10.41,10,375,35.71,ns,0.11101,"small_sample, multiple_testing_risk",low,Moments is associated with 10.4pp higher SCD Score in Brand = Coca-Cola Zero / No Sugar (n=10 with feature; ns). Small sample — treat as directional.
7fdb9511,Brand,Coca-Cola Zero / No Sugar,Feature,call_to_action,Call To Action,Attention_T2B,Attention,negative,medium,-0.48,-8.04,11,396,54.99,ns,0.21662,"small_sample, multiple_testing_risk",low,Call To Action is associated with 8.0pp lower Attention in Brand = Coca-Cola Zero / No Sugar (n=11 with feature; ns). Small sample — treat as directional.
fd0e2ea5,Brand,Coca-Cola Zero / No Sugar,Feature,call_to_action,Call To Action,Persuasion_T2B,Persuasion,negative,large,-0.549,-8.54,11,396,47.83,ns,0.16408,"small_sample, multiple_testing_risk",low,Call To Action is associated with 8.5pp lower Persuasion in Brand = Coca-Cola Zero / No Sugar (n=11 with feature; ns). Small sample — treat as directional.
18674714,Brand,Coca-Cola Zero / No Sugar,Feature,call_to_action,Call To Action,Likeability_Love_Like_T2B,Likeability,negative,large,-0.604,-10.39,11,396,50.38,ns,0.10027,"small_sample, multiple_testing_risk",low,Call To Action is associated with 10.4pp lower Likeability in Brand = Coca-Cola Zero / No Sugar (n=11 with feature; ns). Small sample — treat as directional.
55ab0339,Brand,Coca-Cola Zero / No Sugar,Feature,call_to_action,Call To Action,SCD_score,SCD Score,negative,medium,-0.482,-10.21,11,374,36.27,ns,0.16011,"small_sample, multiple_testing_risk",low,Call To Action is associated with 10.2pp lower SCD Score in Brand = Coca-Cola Zero / No Sugar (n=11 with feature; ns). Small sample — treat as directional.
53569997,Brand,Sprite,Feature,human_presence,Human,Attention_T2B,Attention,positive,small,0.089,1.1,294,107,66.0,*,0.04995,multiple_testing_risk,medium,Human is associated with 1.1pp higher Attention in Brand = Sprite (n=294 with feature; *).
b29b399d,Brand,Sprite,Feature,human_presence,Human,Persuasion_T2B,Persuasion,positive,small,0.044,0.6,294,107,65.62,ns,0.07069,multiple_testing_risk,low,Human is associated with 0.6pp higher Persuasion in Brand = Sprite (n=294 with feature; ns).
dabfb377,Brand,Sprite,Feature,human_presence,Human,Likeability_Love_Like_T2B,Likeability,positive,small,0.08,1.14,294,107,64.14,ns,0.24697,multiple_testing_risk,low,Human is associated with 1.1pp higher Likeability in Brand = Sprite (n=294 with feature; ns).
510ae55e,Brand,Sprite,Feature,human_presence,Human,SCD_score,SCD Score,positive,small,0.074,1.9,274,100,42.52,ns,0.48442,multiple_testing_risk,low,Human is associated with 1.9pp higher SCD Score in Brand = Sprite (n=274 with feature; ns).
2337ceb7,Brand,Sprite,Feature,food_presence,Food,Attention_T2B,Attention,negative,small,-0.049,-0.64,77,324,66.93,ns,0.72262,multiple_testing_risk,low,Food is associated with 0.6pp lower Attention in Brand = Sprite (n=77 with feature; ns).
9afe394f,Brand,Sprite,Feature,food_presence,Food,Persuasion_T2B,Persuasion,negative,small,-0.112,-1.66,77,324,66.38,ns,0.51479,multiple_testing_risk,low,Food is associated with 1.7pp lower Persuasion in Brand = Sprite (n=77 with feature; ns).
82739b84,Brand,Sprite,Feature,food_presence,Food,Likeability_Love_Like_T2B,Likeability,positive,small,0.12,1.81,77,324,64.63,ns,0.13815,multiple_testing_risk,low,Food is associated with 1.8pp higher Likeability in Brand = Sprite (n=77 with feature; ns).
93159f1f,Brand,Sprite,Feature,food_presence,Food,SCD_score,SCD Score,positive,small,0.012,0.3,76,298,43.84,ns,0.92566,multiple_testing_risk,low,Food is associated with 0.3pp higher SCD Score in Brand = Sprite (n=76 with feature; ns).
e49b1cd5,Brand,Sprite,Feature,product_presence,Product,Attention_T2B,Attention,positive,medium,0.461,5.81,202,199,63.88,***,2e-05,multiple_testing_risk,high,Product is associated with 5.8pp higher Attention in Brand = Sprite (n=202 with feature; ***).
3493d07e,Brand,Sprite,Feature,product_presence,Product,Persuasion_T2B,Persuasion,positive,medium,0.346,4.95,202,199,63.57,***,0.00051,multiple_testing_risk,high,Product is associated with 4.9pp higher Persuasion in Brand = Sprite (n=202 with feature; ***).
dbb16aa8,Brand,Sprite,Feature,product_presence,Product,Likeability_Love_Like_T2B,Likeability,positive,medium,0.362,5.28,202,199,62.32,***,0.00033,multiple_testing_risk,high,Product is associated with 5.3pp higher Likeability in Brand = Sprite (n=202 with feature; ***).
e39c5454,Brand,Sprite,Feature,product_presence,Product,SCD_score,SCD Score,positive,medium,0.241,6.07,189,185,40.84,*,0.01522,multiple_testing_risk,medium,Product is associated with 6.1pp higher SCD Score in Brand = Sprite (n=189 with feature; *).
1190aa53,Brand,Sprite,Feature,animals_and_pets_presence,Animals And Pets,Attention_T2B,Attention,negative,medium,-0.488,-6.45,15,386,67.05,ns,0.0806,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 6.4pp lower Attention in Brand = Sprite (n=15 with feature; ns). Small sample — treat as directional.
254a6197,Brand,Sprite,Feature,animals_and_pets_presence,Animals And Pets,Persuasion_T2B,Persuasion,negative,large,-0.578,-8.31,15,386,66.37,*,0.02708,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 8.3pp lower Persuasion in Brand = Sprite (n=15 with feature; *). Small sample — treat as directional.
639d8d67,Brand,Sprite,Feature,animals_and_pets_presence,Animals And Pets,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.254,-3.75,15,386,65.12,ns,0.33511,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 3.7pp lower Likeability in Brand = Sprite (n=15 with feature; ns). Small sample — treat as directional.
f8c56ec6,Brand,Sprite,Feature,animals_and_pets_presence,Animals And Pets,SCD_score,SCD Score,positive,medium,0.259,5.8,15,359,43.67,ns,0.2611,"small_sample, multiple_testing_risk",low,Animals And Pets is associated with 5.8pp higher SCD Score in Brand = Sprite (n=15 with feature; ns). Small sample — treat as directional.
28f83799,Brand,Sprite,Feature,indoors,Indoors,Attention_T2B,Attention,positive,small,0.172,2.28,114,287,66.16,*,0.02679,multiple_testing_risk,medium,Indoors is associated with 2.3pp higher Attention in Brand = Sprite (n=114 with feature; *).
da400d3e,Brand,Sprite,Feature,indoors,Indoors,Persuasion_T2B,Persuasion,positive,small,0.059,0.89,114,287,65.81,ns,0.20651,multiple_testing_risk,low,Indoors is associated with 0.9pp higher Persuasion in Brand = Sprite (n=114 with feature; ns).
d2c08ca9,Brand,Sprite,Feature,indoors,Indoors,Likeability_Love_Like_T2B,Likeability,positive,small,0.042,0.64,114,287,64.8,ns,0.71841,multiple_testing_risk,low,Indoors is associated with 0.6pp higher Likeability in Brand = Sprite (n=114 with feature; ns).
233b3809,Brand,Sprite,Feature,indoors,Indoors,SCD_score,SCD Score,negative,small,-0.061,-1.57,108,266,44.36,ns,0.64957,multiple_testing_risk,low,Indoors is associated with 1.6pp lower SCD Score in Brand = Sprite (n=108 with feature; ns).
443bfdd2,Brand,Sprite,Feature,outdoors,Outdoors,Attention_T2B,Attention,positive,medium,0.297,3.98,82,319,65.99,***,0.00061,multiple_testing_risk,high,Outdoors is associated with 4.0pp higher Attention in Brand = Sprite (n=82 with feature; ***).
e6c47919,Brand,Sprite,Feature,outdoors,Outdoors,Persuasion_T2B,Persuasion,positive,medium,0.276,4.15,82,319,65.21,***,0.00035,multiple_testing_risk,high,Outdoors is associated with 4.2pp higher Persuasion in Brand = Sprite (n=82 with feature; ***).
cc48e57c,Brand,Sprite,Feature,outdoors,Outdoors,Likeability_Love_Like_T2B,Likeability,positive,medium,0.349,5.4,82,319,63.87,***,0.00014,multiple_testing_risk,high,Outdoors is associated with 5.4pp higher Likeability in Brand = Sprite (n=82 with feature; ***).
535f7aee,Brand,Sprite,Feature,outdoors,Outdoors,SCD_score,SCD Score,positive,large,0.553,13.77,78,296,41.03,***,2e-05,multiple_testing_risk,high,Outdoors is associated with 13.8pp higher SCD Score in Brand = Sprite (n=78 with feature; ***).
8b7e3539,Brand,Sprite,Feature,color_spectrum,Color Spectrum,Attention_T2B,Attention,negative,small,-0.069,-0.85,323,78,67.49,ns,0.89478,multiple_testing_risk,low,Color Spectrum is associated with 0.9pp lower Attention in Brand = Sprite (n=323 with feature; ns).
ebc75aa8,Brand,Sprite,Feature,color_spectrum,Color Spectrum,Persuasion_T2B,Persuasion,negative,small,-0.157,-2.14,323,78,67.79,ns,0.47351,multiple_testing_risk,low,Color Spectrum is associated with 2.1pp lower Persuasion in Brand = Sprite (n=323 with feature; ns).
f25de02d,Brand,Sprite,Feature,color_spectrum,Color Spectrum,Likeability_Love_Like_T2B,Likeability,negative,small,-0.178,-2.52,323,78,67.01,ns,0.26806,multiple_testing_risk,low,Color Spectrum is associated with 2.5pp lower Likeability in Brand = Sprite (n=323 with feature; ns).
9dd10609,Brand,Sprite,Feature,color_spectrum,Color Spectrum,SCD_score,SCD Score,negative,small,-0.048,-1.19,307,67,44.89,ns,0.73488,multiple_testing_risk,low,Color Spectrum is associated with 1.2pp lower SCD Score in Brand = Sprite (n=307 with feature; ns).
e6f49bf9,Brand,Sprite,Feature,tone,Tone,Attention_T2B,Attention,negative,medium,-0.225,-2.96,164,237,68.02,ns,0.0981,multiple_testing_risk,low,Tone is associated with 3.0pp lower Attention in Brand = Sprite (n=164 with feature; ns).
9d965e00,Brand,Sprite,Feature,tone,Tone,Persuasion_T2B,Persuasion,negative,medium,-0.303,-4.49,164,237,67.9,*,0.047,multiple_testing_risk,medium,Tone is associated with 4.5pp lower Persuasion in Brand = Sprite (n=164 with feature; *).
336a863f,Brand,Sprite,Feature,tone,Tone,Likeability_Love_Like_T2B,Likeability,negative,medium,-0.222,-3.34,164,237,66.34,ns,0.07883,multiple_testing_risk,low,Tone is associated with 3.3pp lower Likeability in Brand = Sprite (n=164 with feature; ns).
b61535ca,Brand,Sprite,Feature,tone,Tone,SCD_score,SCD Score,negative,small,-0.131,-3.31,156,218,45.29,ns,0.20642,multiple_testing_risk,low,Tone is associated with 3.3pp lower SCD Score in Brand = Sprite (n=156 with feature; ns).
84adc660,Brand,Sprite,Feature,products,Products,Attention_T2B,Attention,positive,medium,0.437,5.47,138,263,64.92,***,1e-05,multiple_testing_risk,high,Products is associated with 5.5pp higher Attention in Brand = Sprite (n=138 with feature; ***).
82c308cc,Brand,Sprite,Feature,products,Products,Persuasion_T2B,Persuasion,positive,medium,0.326,4.71,138,263,64.44,***,0.00013,multiple_testing_risk,high,Products is associated with 4.7pp higher Persuasion in Brand = Sprite (n=138 with feature; ***).
